,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating
463,Edgewood High School,https://www.niche.com/k12/edgewood-high-school-west-covina-ca/,0.95,0.53,0.19,,,,1170.0,580.0,590.0,25.0,23.0,25.0,26.0,27.0,464,West Covina Unified School District,West covina,4.05
464,Public Safety Academy,https://www.niche.com/k12/public-safety-academy-fairfield-ca/,0.9,0.78,0.57,0.13,0.48,5.0,1150.0,570.0,580.0,,,,,,465,Fairfield-Suisun Unified School District,Fairfield,4.0
465,Marshall Fundamental,https://www.niche.com/k12/marshall-fundamental-pasadena-ca/,0.97,0.48,0.32,,,,1200.0,590.0,610.0,26.0,25.0,28.0,26.0,25.0,466,Pasadena Unified School District,Pasadena,3.64
466,Centennial High School,https://www.niche.com/k12/centennial-high-school-corona-ca/,0.97,0.61,0.24,0.34,0.36,24.0,1170.0,590.0,580.0,24.0,24.0,25.0,24.0,24.0,467,Corona-Norco Unified School District,Corona,3.89
467,Pioneer High School,https://www.niche.com/k12/pioneer-high-school-san-jose-ca/,0.97,0.64,0.44,0.63,0.39,17.0,1240.0,620.0,620.0,29.0,28.0,30.0,30.0,28.0,468,San Jose Unified School District,San jose,3.63
468,Chula Vista Learning Community Charter School,https://www.niche.com/k12/chula-vista-learning-community-charter-school-chula-vista-ca/,0.95,0.58,0.25,,,,1050.0,500.0,540.0,,,,,,469,,Chula vista,4.13
469,Buckingham Collegiate Charter Academy,https://www.niche.com/k12/buckingham-collegiate-charter-academy-vacaville-ca/,0.95,0.77,0.32,0.5,0.07,4.0,1210.0,600.0,610.0,27.0,27.0,27.0,27.0,27.0,470,Vacaville Unified School District,Vacaville,3.82
470,Tide Academy,https://www.niche.com/k12/tide-academy-menlo-park-ca/,,0.67,0.42,,,,1190.0,570.0,620.0,,,,,,471,Sequoia Union High School District,Menlo park,3.8
471,SVUSD Virtual Academy (Alternative),https://www.niche.com/k12/svusd-virtual-academy-alternative-mission-viejo-ca/,0.85,0.67,0.42,,,,,,,,,,,,472,Saddleback Valley Unified School District,K-12,5.0
472,El Camino High School,https://www.niche.com/k12/el-camino-high-school-south-san-francisco-ca/,0.98,0.6,0.3,0.98,0.26,10.0,1220.0,610.0,600.0,28.0,28.0,29.0,28.0,27.0,473,South San Francisco Unified School District,South san francisco,3.61
473,El Toro High School,https://www.niche.com/k12/el-toro-high-school-lake-forest-ca/,0.94,0.69,0.47,0.86,0.19,17.0,1240.0,620.0,620.0,27.0,26.0,27.0,26.0,26.0,474,Saddleback Valley Unified School District,Lake forest,3.82
474,Elk Grove High School,https://www.niche.com/k12/elk-grove-high-school-elk-grove-ca/,0.95,0.61,0.34,0.64,0.28,15.0,1170.0,590.0,580.0,25.0,25.0,26.0,24.0,24.0,475,Elk Grove Unified School District,Elk grove,3.64
475,University Preparatory,https://www.niche.com/k12/university-preparatory-victorville-ca/,0.95,0.83,0.56,0.1,0.22,11.0,1160.0,570.0,590.0,24.0,23.0,25.0,24.0,23.0,476,Victor Valley Union High School District,Victorville,3.71
476,Alliance Susan & Eric Smidt Technology High School,https://www.niche.com/k12/alliance-susan-and-eric-smidt-technology-high-school-los-angeles-ca/,0.92,0.57,0.17,,,,1020.0,510.0,510.0,17.0,18.0,17.0,16.0,18.0,477,,Los angeles,4.3
477,Silver Creek High School,https://www.niche.com/k12/silver-creek-high-school-san-jose-ca/,0.92,0.69,0.46,0.75,0.28,23.0,1280.0,650.0,630.0,29.0,29.0,29.0,29.0,28.0,478,East Side Union High School District,San jose,3.65
478,Foothill High School,https://www.niche.com/k12/foothill-high-school-palo-cedro-ca/,0.96,0.65,0.46,0.62,0.24,19.0,1240.0,620.0,620.0,27.0,26.0,29.0,26.0,26.0,479,Shasta Union High School District,Palo cedro,3.92
479,Century Academy,https://www.niche.com/k12/century-academy-thousand-oaks-ca/,0.9,0.72,0.42,0.0,0.19,8.0,1150.0,560.0,590.0,30.0,29.0,30.0,30.0,28.0,480,Conejo Valley Unified School District,K-12,4.71
480,Tustin Connect,https://www.niche.com/k12/tustin-connect-tustin-ca/,0.9,0.72,0.48,0.05,,,,,,,,,,,481,Tustin Unified School District,K-12,4.67
481,Clovis East High School,https://www.niche.com/k12/clovis-east-high-school-clovis-ca/,0.95,0.73,0.33,0.46,0.17,15.0,1140.0,570.0,570.0,25.0,24.0,25.0,24.0,24.0,482,Clovis Unified School District,Clovis,3.72
482,Shasta Charter Academy,https://www.niche.com/k12/shasta-charter-academy-redding-ca/,0.91,0.67,0.47,,,,1330.0,660.0,670.0,,,,,,483,,Redding,4.38
483,Early College Academy-La Trade Tech College,https://www.niche.com/k12/early-college-academy-la-trade-tech-college-los-angeles-ca/,1.0,0.65,0.25,,,,980.0,480.0,490.0,,,,,,484,Los Angeles Unified School District,Los angeles,4.31
484,Northcoast Preparatory & Performing Arts Academy,https://www.niche.com/k12/northcoast-preparatory-and-performing-arts-academy-arcata-ca/,0.9,0.72,0.42,0.26,0.53,,1250.0,610.0,650.0,27.0,25.0,29.0,28.0,26.0,485,,Arcata,3.86
485,Rio Americano High School,https://www.niche.com/k12/rio-americano-high-school-sacramento-ca/,0.93,0.59,0.36,0.79,0.21,15.0,1280.0,640.0,640.0,30.0,28.0,30.0,30.0,29.0,486,San Juan Unified School District,Sacramento,3.7
486,Capuchino High School,https://www.niche.com/k12/capuchino-high-school-san-bruno-ca/,0.9,0.68,0.26,0.68,0.02,1.0,1170.0,590.0,580.0,25.0,24.0,25.0,25.0,26.0,487,San Mateo Union High School District,San bruno,3.79
487,Moorpark High School,https://www.niche.com/k12/moorpark-high-school-moorpark-ca/,0.94,0.55,0.31,0.76,0.25,22.0,1260.0,630.0,630.0,28.0,27.0,30.0,28.0,28.0,488,Moorpark Unified School District,Moorpark,3.8
488,Vineyard Alternative School,https://www.niche.com/k12/vineyard-alternative-school-livermore-ca/,0.85,0.65,0.35,,,,,,,,,,,,489,Livermore Valley Joint Unified School District,Livermore,5.0
489,Boyle Heights STEM High School,https://www.niche.com/k12/boyle-heights-stem-high-school-los-angeles-ca/,0.85,0.55,0.35,0.56,0.29,4.0,1000.0,500.0,500.0,,,,,,490,Los Angeles Unified School District,Los angeles,4.5
490,Casa Grande High School,https://www.niche.com/k12/casa-grande-high-school-petaluma-ca/,0.93,0.64,0.32,0.68,0.2,17.0,1240.0,610.0,620.0,27.0,26.0,27.0,27.0,26.0,491,Petaluma Joint Union High School District,Petaluma,3.72
491,Rancho Alamitos High School,https://www.niche.com/k12/rancho-alamitos-high-school-garden-grove-ca/,0.92,0.61,0.26,0.69,0.24,15.0,1120.0,560.0,560.0,25.0,24.0,26.0,24.0,25.0,492,Garden Grove Unified School District,Garden grove,3.7
492,Upland High School,https://www.niche.com/k12/upland-high-school-upland-ca/,0.95,0.61,0.25,0.62,0.25,21.0,1180.0,590.0,590.0,25.0,24.0,26.0,26.0,24.0,493,Upland Unified School District,Upland,3.73
493,South Hills High School,https://www.niche.com/k12/south-hills-high-school-west-covina-ca/,0.99,0.63,0.29,0.41,0.3,16.0,1140.0,570.0,570.0,24.0,25.0,26.0,25.0,22.0,494,Covina-Valley Unified School District,West covina,3.86
494,Rancho Verde High School,https://www.niche.com/k12/rancho-verde-high-school-moreno-valley-ca/,0.97,0.54,0.17,1.0,0.22,20.0,1050.0,520.0,530.0,20.0,19.0,20.0,20.0,20.0,495,Val Verde Unified School District,Moreno valley,3.75
495,Joseph A. Gregori High School,https://www.niche.com/k12/joseph-a-gregori-high-school-modesto-ca/,0.96,0.54,0.24,0.47,0.31,18.0,1180.0,590.0,590.0,27.0,26.0,28.0,27.0,26.0,496,Modesto City High School District,Modesto,4.02
496,Independence High School,https://www.niche.com/k12/independence-high-school-san-jose-ca/,0.87,0.69,0.36,0.65,0.31,24.0,1180.0,590.0,590.0,23.0,23.0,24.0,23.0,24.0,497,East Side Union High School District,San jose,3.65
497,Bella Vista High School,https://www.niche.com/k12/bella-vista-high-school-fair-oaks-ca/,0.96,0.71,0.39,0.72,0.28,15.0,1250.0,620.0,620.0,28.0,27.0,28.0,27.0,28.0,498,San Juan Unified School District,Fair oaks,3.76
498,iQ Academy of California - Los Angeles,https://www.niche.com/k12/iq-academy-of-california-los-angeles-simi-valley-ca/,0.85,0.44,0.24,,,,1120.0,560.0,560.0,,,,,,499,,Pk,4.2
499,Los Altos High School,https://www.niche.com/k12/los-altos-high-school-hacienda-heights-ca/,0.97,0.71,0.27,0.81,0.17,19.0,1130.0,560.0,570.0,26.0,26.0,27.0,26.0,25.0,500,Hacienda la Puente Unified School District,Hacienda heights,3.79
500,Aptos High School,https://www.niche.com/k12/aptos-high-school-aptos-ca/,0.92,0.66,0.36,0.67,0.29,14.0,1240.0,610.0,630.0,27.0,26.0,28.0,28.0,26.0,501,Pajaro Valley Unified School District,Aptos,3.8
501,Morro Bay High School,https://www.niche.com/k12/morro-bay-high-school-morro-bay-ca/,0.95,0.72,0.37,0.72,0.25,12.0,1210.0,600.0,610.0,26.0,25.0,27.0,27.0,25.0,502,San Luis Coastal Unified School District,Morro bay,3.79
502,Union Mine High School,https://www.niche.com/k12/union-mine-high-school-el-dorado-ca/,0.92,0.67,0.28,0.79,0.16,14.0,1190.0,600.0,600.0,26.0,25.0,28.0,26.0,26.0,503,El Dorado Union High School District,El dorado,4.0
503,Daniel Pearl Magnet High School,https://www.niche.com/k12/daniel-pearl-magnet-high-school-lake-balboa-ca/,0.95,0.65,0.25,0.45,0.32,8.0,1110.0,550.0,560.0,25.0,23.0,25.0,26.0,23.0,504,Los Angeles Unified School District,Lake balboa,3.89
504,Dozier-Libbey Medical High School,https://www.niche.com/k12/dozier-libbey-medical-high-school-antioch-ca/,0.95,0.67,0.22,0.43,0.31,6.0,1150.0,560.0,590.0,25.0,24.0,26.0,25.0,24.0,505,Antioch Unified School District,Antioch,3.89
505,Center High School,https://www.niche.com/k12/center-high-school-antelope-ca/,0.92,0.67,0.29,0.76,0.15,12.0,1170.0,590.0,580.0,22.0,22.0,23.0,21.0,22.0,506,Center Joint Unified School District,Antelope,3.72
506,Simi Valley High School,https://www.niche.com/k12/simi-valley-high-school-simi-valley-ca/,0.96,0.55,0.25,0.94,0.2,19.0,1250.0,630.0,620.0,27.0,27.0,27.0,28.0,26.0,507,Simi Valley Unified School District,Simi valley,3.63
507,Angelo Rodriguez High School,https://www.niche.com/k12/angelo-rodriguez-high-school-fairfield-ca/,0.95,0.66,0.32,0.46,0.26,15.0,1180.0,580.0,590.0,26.0,25.0,27.0,27.0,25.0,508,Fairfield-Suisun Unified School District,Fairfield,3.63
508,CHAMPS - Charter High School of Arts-Multimedia & Performing,https://www.niche.com/k12/champs-charter-high-school-of-arts-multimedia-and-performing-van-nuys-ca/,0.97,0.62,0.17,0.13,,,1130.0,540.0,580.0,24.0,21.0,25.0,25.0,23.0,509,,Van nuys,3.91
509,Hector Godinez Fundamental High School,https://www.niche.com/k12/hector-godinez-fundamental-high-school-santa-ana-ca/,0.99,0.61,0.27,0.48,0.37,19.0,1110.0,560.0,550.0,24.0,24.0,25.0,23.0,23.0,510,Santa Ana Unified School District,Santa ana,4.02
510,Early College Academy,https://www.niche.com/k12/early-college-academy-los-angeles-ca/,0.82,0.55,0.35,,,,1130.0,580.0,550.0,,,,,,511,,Los angeles,4.64
511,Edison High School,https://www.niche.com/k12/edison-high-school-fresno-ca/,0.96,0.61,0.3,0.46,0.49,23.0,1140.0,560.0,580.0,24.0,23.0,25.0,24.0,24.0,512,Fresno Unified School District,Fresno,3.83
512,Soquel High School,https://www.niche.com/k12/soquel-high-school-soquel-ca/,0.94,0.67,0.32,0.6,0.3,8.0,1200.0,590.0,610.0,27.0,26.0,28.0,27.0,27.0,513,Santa Cruz City High School District,Soquel,3.66
513,John H. Francis Polytechnic,https://www.niche.com/k12/john-h-francis-polytechnic-sun-valley-ca/,0.89,0.47,0.25,0.34,0.31,26.0,1080.0,550.0,540.0,24.0,25.0,25.0,24.0,24.0,514,Los Angeles Unified School District,Sun valley,3.92
514,Redlands East Valley High School,https://www.niche.com/k12/redlands-east-valley-high-school-redlands-ca/,0.95,0.61,0.36,0.59,0.26,18.0,1170.0,590.0,590.0,23.0,22.0,23.0,23.0,22.0,515,Redlands Unified School District,Redlands,3.87
515,San Pasqual High School,https://www.niche.com/k12/san-pasqual-high-school-escondido-ca/,0.92,0.5,0.18,0.7,0.39,20.0,1140.0,570.0,580.0,26.0,25.0,27.0,26.0,25.0,516,Escondido Union High School District,Escondido,3.85
516,Gorman Learning Charter San Bernardino/Santa Clarita,https://www.niche.com/k12/gorman-learning-charter-san-bernardino-santa-clarita-santa-clarita-ca/,0.87,0.53,0.29,,,,1330.0,680.0,650.0,,,,,,517,,Santa clarita,4.8
517,El Modena High School,https://www.niche.com/k12/el-modena-high-school-orange-ca/,0.98,0.55,0.24,0.65,0.35,25.0,1240.0,620.0,620.0,28.0,27.0,29.0,28.0,27.0,518,Orange Unified School District,Orange,3.67
518,Felicitas & Gonzalo Mendez High School,https://www.niche.com/k12/felicitas-and-gonzalo-mendez-high-school-los-angeles-ca/,0.92,0.52,0.22,0.3,0.18,12.0,1010.0,510.0,500.0,20.0,20.0,21.0,19.0,20.0,519,Los Angeles Unified School District,Los angeles,4.49
519,The Grove School,https://www.niche.com/k12/the-grove-school-redlands-ca/,0.9,0.67,0.37,0.56,0.25,5.0,1270.0,620.0,650.0,24.0,22.0,27.0,26.0,22.0,520,,Redlands,4.12
520,John H. Pitman High School,https://www.niche.com/k12/john-h-pitman-high-school-turlock-ca/,0.94,0.6,0.22,0.97,0.31,17.0,1160.0,580.0,590.0,25.0,23.0,26.0,25.0,24.0,521,Turlock Unified School District,Turlock,3.84
521,Visions In Education,https://www.niche.com/k12/visions-in-education-carmichael-ca/,0.79,0.49,0.31,,,,1200.0,590.0,610.0,25.0,23.0,27.0,26.0,24.0,522,,Carmichael,4.29
522,John Adams Academy,https://www.niche.com/k12/john-adams-academy-roseville-ca/,0.9,0.56,0.42,0.63,0.03,,1220.0,590.0,620.0,26.0,27.0,26.0,28.0,25.0,523,,Roseville,3.85
523,Adolfo Camarillo High School,https://www.niche.com/k12/adolfo-camarillo-high-school-camarillo-ca/,0.93,0.61,0.33,0.61,0.32,20.0,1240.0,630.0,610.0,26.0,26.0,26.0,26.0,26.0,524,Oxnard Union High School District,Camarillo,3.7
524,Nea Community Learning Center,https://www.niche.com/k12/nea-community-learning-center-alameda-ca/,0.87,0.45,0.29,,,,1100.0,540.0,560.0,,,,,,525,,Alameda,3.68
525,Alliance Patti & Peter Neuwirth Leader Academy,https://www.niche.com/k12/alliance-patti-and-peter-neuwirth-leader-academy-los-angeles-ca/,0.95,0.67,0.32,,,,990.0,500.0,490.0,18.0,18.0,18.0,17.0,18.0,526,,Los angeles,3.95
526,Oasis High (Alternative),https://www.niche.com/k12/oasis-high-alternative-fallbrook-ca/,0.9,0.75,0.15,,,,1190.0,560.0,630.0,,,,,,527,Fallbrook Union High School District,Fallbrook,4.73
527,John F. Kennedy High School,https://www.niche.com/k12/john-f-kennedy-high-school-fremont-ca/,0.91,0.68,0.36,0.36,0.19,9.0,1250.0,630.0,620.0,28.0,28.0,29.0,29.0,28.0,528,Fremont Unified School District,Fremont,3.61
528,Verdugo Hills Senior High School,https://www.niche.com/k12/verdugo-hills-senior-high-school-tujunga-ca/,0.92,0.48,0.22,0.44,0.3,23.0,1130.0,560.0,570.0,22.0,24.0,21.0,22.0,22.0,529,Los Angeles Unified School District,Tujunga,3.66
529,Santiago High School,https://www.niche.com/k12/santiago-high-school-garden-grove-ca/,0.93,0.59,0.22,0.59,0.24,16.0,1070.0,530.0,530.0,22.0,21.0,22.0,22.0,22.0,530,Garden Grove Unified School District,Garden grove,3.69
530,College Park High School,https://www.niche.com/k12/college-park-high-school-pleasant-hill-ca/,0.96,0.63,0.45,0.68,0.28,19.0,1260.0,640.0,630.0,27.0,27.0,28.0,28.0,26.0,531,Mt. Diablo Unified School District,Pleasant hill,3.53
531,East Bay Innovation Academy (EBIA),https://www.niche.com/k12/east-bay-innovation-academy-ebia-oakland-ca/,0.98,0.42,0.27,0.47,0.57,,1270.0,640.0,640.0,30.0,30.0,31.0,29.0,31.0,532,,Oakland,4.31
532,California Pacific Charter Schools - Los Angeles,https://www.niche.com/k12/california-pacific-charter-schools-los-angeles-costa-mesa-ca/,0.9,0.37,0.22,0.07,,,,,,,,,,,533,,K-12,4.67
533,Liberty High School,https://www.niche.com/k12/liberty-high-school-brentwood-ca/,0.95,0.63,0.26,0.63,0.3,21.0,1170.0,580.0,590.0,25.0,23.0,26.0,24.0,24.0,534,Liberty Union High School District (Brentwood),Brentwood,3.79
534,Templeton High School,https://www.niche.com/k12/templeton-high-school-templeton-ca/,0.95,0.67,0.32,0.56,0.23,14.0,1240.0,620.0,630.0,28.0,27.0,30.0,29.0,27.0,535,Templeton Unified School District,Templeton,3.93
535,Granite Hills High School,https://www.niche.com/k12/granite-hills-high-school-el-cajon-ca/,0.82,0.58,0.25,0.55,0.21,12.0,1150.0,580.0,570.0,25.0,25.0,26.0,25.0,24.0,536,Grossmont Union High School District,El cajon,3.86
536,Lincoln High School,https://www.niche.com/k12/lincoln-high-school-stockton-ca/,0.96,0.59,0.25,0.57,0.24,17.0,1140.0,570.0,570.0,25.0,24.0,25.0,24.0,24.0,537,Lincoln Unified School District,Stockton,3.87
537,Compass Charter Schools of Yolo,https://www.niche.com/k12/compass-charter-schools-of-yolo-thousand-oaks-ca/,0.88,0.48,0.35,0.0,,,,,,,,,,,538,,K-12,5.0
538,Da Vinci Connect,https://www.niche.com/k12/da-vinci-connect-hawthorne-ca/,,0.7,0.51,,,,1060.0,530.0,540.0,22.0,19.0,22.0,21.0,24.0,539,,Hawthorne,4.43
539,Valley Oaks Charter School,https://www.niche.com/k12/valley-oaks-charter-school-bakersfield-ca/,0.87,0.45,0.26,,,,1210.0,590.0,620.0,,,,,,540,,Bakersfield,4.22
540,Samueli Academy,https://www.niche.com/k12/samueli-academy-santa-ana-ca/,0.95,0.52,0.26,,,,1120.0,560.0,560.0,26.0,24.0,26.0,27.0,25.0,541,,Santa ana,4.22
541,Da Vinci Design,https://www.niche.com/k12/da-vinci-design-el-segundo-ca/,0.95,0.52,0.22,,,,1090.0,530.0,560.0,22.0,20.0,23.0,22.0,21.0,542,,El segundo,3.82
542,Laguna Creek High School,https://www.niche.com/k12/laguna-creek-high-school-elk-grove-ca/,0.93,0.51,0.26,0.23,0.16,5.0,1170.0,590.0,580.0,25.0,24.0,26.0,25.0,25.0,543,Elk Grove Unified School District,Elk grove,3.82
543,El Capitan High School,https://www.niche.com/k12/el-capitan-high-school-lakeside-ca/,0.79,0.6,0.23,0.59,0.36,17.0,1160.0,580.0,580.0,23.0,23.0,23.0,23.0,22.0,544,Grossmont Union High School District,Lakeside,3.8
544,Animo Leadership High School,https://www.niche.com/k12/animo-leadership-high-school-inglewood-ca/,0.92,0.62,0.17,,,,990.0,490.0,500.0,17.0,17.0,17.0,16.0,18.0,545,,Inglewood,3.92
545,Artesia High School,https://www.niche.com/k12/artesia-high-school-lakewood-ca/,0.98,0.51,0.17,0.56,0.21,14.0,1100.0,550.0,550.0,24.0,24.0,25.0,24.0,24.0,546,ABC Unified School District,Lakewood,3.72
546,Lone Pine High School,https://www.niche.com/k12/lone-pine-high-school-lone-pine-ca/,,0.75,0.55,,,,1130.0,550.0,580.0,,,,,,547,Lone Pine Unified School District,Lone pine,2.93
547,PUC Lakeview Charter High School,https://www.niche.com/k12/puc-lakeview-charter-high-school-sylmar-ca/,0.92,0.77,0.27,,,,1060.0,530.0,530.0,19.0,19.0,20.0,19.0,19.0,548,,Sylmar,3.88
548,Cabrillo High School,https://www.niche.com/k12/cabrillo-high-school-lompoc-ca/,0.99,0.63,0.3,0.66,0.18,16.0,1160.0,580.0,590.0,26.0,26.0,28.0,26.0,26.0,549,Lompoc Unified School District,Lompoc,3.69
549,Clovis High School,https://www.niche.com/k12/clovis-high-school-clovis-ca/,0.91,0.82,0.36,0.57,0.17,16.0,1190.0,590.0,600.0,26.0,25.0,27.0,25.0,25.0,550,Clovis Unified School District,Clovis,3.86
550,Blue Ridge Academy,https://www.niche.com/k12/blue-ridge-academy-maricopa-ca/,0.87,0.48,0.31,,,,1280.0,640.0,650.0,27.0,25.0,28.0,29.0,26.0,551,,K-12,4.6
551,California Pacific Charter Schools - Sonoma,https://www.niche.com/k12/california-pacific-charter-schools-sonoma-guerneville-ca/,,0.52,0.32,,,,,,,,,,,,552,,K-12,5.0
552,Magnolia Science Academy Santa Ana,https://www.niche.com/k12/magnolia-science-academy-santa-ana-santa-ana-ca/,0.93,0.37,0.29,0.32,,,1190.0,590.0,600.0,25.0,24.0,24.0,26.0,28.0,553,,Santa ana,3.73
553,Foresthill High School,https://www.niche.com/k12/foresthill-high-school-foresthill-ca/,0.9,0.85,0.35,0.89,0.16,3.0,1210.0,600.0,610.0,,,,,,554,Placer Union High School District,Foresthill,3.57
554,La Mirada High School,https://www.niche.com/k12/la-mirada-high-school-la-mirada-ca/,0.96,0.72,0.36,0.54,0.35,24.0,1150.0,570.0,580.0,25.0,25.0,25.0,26.0,24.0,555,Norwalk-La Mirada Unified School District,La mirada,3.62
555,Stella High Charter Academy (formerly Bright Star Secondary Charter Academy),https://www.niche.com/k12/stella-high-charter-academy-formerly-bright-star-secondary-charter-academy-los-angeles-ca/,0.91,0.77,0.17,0.39,0.11,,1000.0,500.0,500.0,20.0,19.0,21.0,19.0,21.0,556,,Los angeles,3.95
556,Palm Springs High School,https://www.niche.com/k12/palm-springs-high-school-palm-springs-ca/,0.96,0.62,0.24,0.45,0.25,18.0,1110.0,550.0,560.0,23.0,22.0,24.0,24.0,22.0,557,Palm Springs Unified School District,Palm springs,3.81
557,Murrieta Canyon Academy,https://www.niche.com/k12/murrieta-canyon-academy-murrieta-ca/,0.82,0.52,0.28,,,,1100.0,520.0,590.0,,,,,,558,Murrieta Valley Unified School District,Murrieta,4.0
558,Circle of Independent Learning Charter School,https://www.niche.com/k12/circle-of-independent-learning-charter-school-fremont-ca/,0.82,0.62,0.42,0.02,,,1380.0,690.0,680.0,24.0,24.0,24.0,24.0,25.0,559,Fremont Unified School District,Fremont,4.12
559,West Park High School,https://www.niche.com/k12/west-park-high-school-roseville-ca/,,0.69,0.35,,,,1250.0,610.0,640.0,,,,,,560,Roseville Joint Union High School District,Roseville,2.69
